state,state_abbr,fips,year,month,date,unemployment_rate,employment_rate,avg_weekly_hours,job_openings_rate,quits_level_thousands,avg_weekly_earnings,violent_crime_rate_per_100k
Idaho,ID,16,2023,7,2023-07-01,3.2,62.1,34.1,5.7,28.0,1006.97,24.09
Idaho,ID,16,2023,8,2023-08-01,3.2,61.9,33.8,6.1,41.0,1001.16,21.92
Idaho,ID,16,2023,9,2023-09-01,3.0,61.9,33.8,6.0,38.0,1014.0,22.12
Idaho,ID,16,2023,10,2023-10-01,3.0,61.9,33.9,6.5,24.0,1031.92,18.7
Idaho,ID,16,2023,11,2023-11-01,3.2,61.8,33.6,5.4,22.0,1029.17,19.96
Idaho,ID,16,2023,12,2023-12-01,3.3,61.2,33.3,4.8,17.0,1034.96,20.04
Idaho,ID,16,2024,1,2024-01-01,4.0,60.8,32.8,5.1,25.0,1036.15,17.92
Idaho,ID,16,2024,2,2024-02-01,4.2,61.0,33.3,5.4,19.0,1042.96,16.73
Idaho,ID,16,2024,3,2024-03-01,4.0,61.3,33.5,5.3,20.0,1049.56,20.28
Idaho,ID,16,2024,4,2024-04-01,3.4,61.5,33.7,5.2,20.0,1074.02,18.1
Idaho,ID,16,2024,5,2024-05-01,3.3,61.8,34.0,4.9,24.0,1080.86,19.77
Idaho,ID,16,2024,6,2024-06-01,3.6,62.1,34.7,4.5,22.0,1108.67,20.97
Idaho,ID,16,2024,7,2024-07-01,3.8,62.3,34.2,4.7,25.0,1082.09,24.02
Idaho,ID,16,2024,8,2024-08-01,3.6,61.9,34.4,4.5,32.0,1082.91,22.14
Idaho,ID,16,2024,9,2024-09-01,3.3,62.0,34.8,4.2,26.0,1116.04,20.65
Idaho,ID,16,2024,10,2024-10-01,3.4,61.9,34.5,6.5,22.0,1126.77,19.6
Idaho,ID,16,2024,11,2024-11-01,3.7,61.4,34.4,4.7,20.0,1127.98,18.21
Idaho,ID,16,2024,12,2024-12-01,3.7,61.3,34.6,4.5,21.0,1149.41,16.96
Idaho,ID,16,2025,1,2025-01-01,4.3,61.2,33.9,5.0,26.0,1132.26,18.54
Idaho,ID,16,2025,2,2025-02-01,4.2,60.9,34.0,4.7,17.0,1153.62,15.52
Idaho,ID,16,2025,3,2025-03-01,4.1,60.8,34.6,4.6,19.0,1175.02,18.89
Idaho,ID,16,2025,4,2025-04-01,3.5,61.3,34.4,5.3,21.0,1175.45,18.89
Idaho,ID,16,2025,5,2025-05-01,3.3,61.1,34.6,4.4,22.0,1181.24,19.61
Idaho,ID,16,2025,6,2025-06-01,3.6,61.4,35.4,4.4,20.0,1209.97,21.21
Idaho,ID,16,2025,7,2025-07-01,3.8,61.3,34.9,4.7,36.0,1195.33,22.44
Idaho,ID,16,2025,8,2025-08-01,3.6,60.9,35.0,4.4,28.0,1198.4,20.82
Idaho,ID,16,2025,9,2025-09-01,3.3,61.2,34.7,4.9,26.0,1206.87,15.36
Idaho,ID,16,2025,10,2025-10-01,,,34.7,5.4,19.0,1216.93,17.45
Idaho,ID,16,2025,11,2025-11-01,3.4,60.6,35.1,4.2,18.0,1230.96,15.65
Idaho,ID,16,2025,12,2025-12-01,3.5,60.7,34.5,5.0,21.0,1212.68,13.35
Illinois,IL,17,2022,1,2022-01-01,5.3,60.4,34.4,7.5,149.0,1121.44,26.3
Illinois,IL,17,2022,2,2022-02-01,5.0,60.8,34.1,7.4,137.0,1105.52,24.36
Illinois,IL,17,2022,3,2022-03-01,4.7,61.3,34.2,7.2,138.0,1107.4,26.36
Illinois,IL,17,2022,4,2022-04-01,4.4,61.1,34.0,7.4,166.0,1112.48,26.88
Illinois,IL,17,2022,5,2022-05-01,4.4,61.3,34.7,6.6,139.0,1140.94,30.75
Illinois,IL,17,2022,6,2022-06-01,5.0,61.8,34.2,6.8,145.0,1110.82,30.0
Illinois,IL,17,2022,7,2022-07-01,4.8,61.9,34.1,6.9,145.0,1115.75,32.91
Illinois,IL,17,2022,8,2022-08-01,4.9,61.5,34.1,6.3,175.0,1114.73,31.87
Illinois,IL,17,2022,9,2022-09-01,4.4,61.3,34.1,6.7,184.0,1123.25,31.1
Illinois,IL,17,2022,10,2022-10-01,4.3,61.4,34.7,5.5,149.0,1152.04,30.91
Illinois,IL,17,2022,11,2022-11-01,4.2,61.3,34.1,6.3,119.0,1133.14,26.98
Illinois,IL,17,2022,12,2022-12-01,4.0,61.2,33.9,6.8,128.0,1121.41,26.11
Illinois,IL,17,2023,1,2023-01-01,4.7,60.5,34.1,6.8,132.0,1135.53,26.07
Illinois,IL,17,2023,2,2023-02-01,4.7,60.9,33.6,6.1,110.0,1105.1,19.59
Illinois,IL,17,2023,3,2023-03-01,4.4,61.3,33.6,5.8,123.0,1102.75,22.04
Illinois,IL,17,2023,4,2023-04-01,3.8,61.5,34.1,6.0,132.0,1140.99,25.47
Illinois,IL,17,2023,5,2023-05-01,4.0,61.3,33.7,6.2,123.0,1112.44,28.44
Illinois,IL,17,2023,6,2023-06-01,4.8,61.8,33.9,5.7,150.0,1119.38,27.42
Illinois,IL,17,2023,7,2023-07-01,4.7,62.0,33.9,5.4,126.0,1141.75,30.34
Illinois,IL,17,2023,8,2023-08-01,5.1,61.6,33.8,6.4,155.0,1126.22,31.03
Illinois,IL,17,2023,9,2023-09-01,4.7,61.6,33.6,6.1,131.0,1127.95,29.57
Illinois,IL,17,2023,10,2023-10-01,4.5,61.8,34.1,4.9,147.0,1152.24,30.82
Illinois,IL,17,2023,11,2023-11-01,4.2,62.2,33.7,6.1,119.0,1129.62,26.38
Illinois,IL,17,2023,12,2023-12-01,4.3,61.4,33.7,5.7,118.0,1133.67,25.45
Illinois,IL,17,2024,1,2024-01-01,5.2,60.9,32.7,5.4,112.0,1105.59,20.9
Illinois,IL,17,2024,2,2024-02-01,5.3,61.1,33.1,5.9,98.0,1109.18,21.92
Illinois,IL,17,2024,3,2024-03-01,5.0,61.7,33.2,6.0,120.0,1105.23,23.74
Illinois,IL,17,2024,4,2024-04-01,4.6,61.8,33.2,4.8,127.0,1103.9,24.57
Illinois,IL,17,2024,5,2024-05-01,4.8,61.7,33.3,5.3,132.0,1104.89,27.94
Illinois,IL,17,2024,6,2024-06-01,5.7,62.0,33.9,4.9,142.0,1137.68,27.63
Illinois,IL,17,2024,7,2024-07-01,5.7,62.3,33.2,4.9,106.0,1118.18,28.6
Illinois,IL,17,2024,8,2024-08-01,5.3,61.8,33.4,4.6,168.0,1128.92,26.73
Illinois,IL,17,2024,9,2024-09-01,4.7,62.0,33.7,4.3,100.0,1150.18,25.08
Illinois,IL,17,2024,10,2024-10-01,4.7,62.2,33.5,4.3,129.0,1143.02,23.7
Illinois,IL,17,2024,11,2024-11-01,4.5,62.2,33.3,4.3,85.0,1138.53,22.51
Illinois,IL,17,2024,12,2024-12-01,4.3,62.0,33.8,4.5,78.0,1171.51,20.95
Illinois,IL,17,2025,1,2025-01-01,5.0,61.1,32.9,4.4,114.0,1145.91,19.17
Illinois,IL,17,2025,2,2025-02-01,5.1,60.9,33.6,4.5,97.0,1180.03,16.07
Illinois,IL,17,2025,3,2025-03-01,5.0,61.5,33.7,4.6,130.0,1177.82,19.29
Illinois,IL,17,2025,4,2025-04-01,4.5,61.7,33.4,4.3,113.0,1159.65,19.77
Illinois,IL,17,2025,5,2025-05-01,4.4,61.2,33.4,4.6,129.0,1169.33,21.77
Illinois,IL,17,2025,6,2025-06-01,4.5,61.9,33.9,4.4,120.0,1191.59,22.92
Illinois,IL,17,2025,7,2025-07-01,4.8,61.6,33.5,4.3,122.0,1175.85,23.05
Illinois,IL,17,2025,8,2025-08-01,4.7,61.0,33.6,4.9,172.0,1185.74,23.25
Illinois,IL,17,2025,9,2025-09-01,4.3,61.2,33.4,4.9,109.0,1183.7,21.13
Illinois,IL,17,2025,10,2025-10-01,,,33.4,4.4,107.0,1194.05,19.2
Illinois,IL,17,2025,11,2025-11-01,4.6,60.8,33.8,3.6,105.0,1226.6,18.33
Illinois,IL,17,2025,12,2025-12-01,4.8,60.4,33.3,3.4,115.0,1198.8,16.73
Indiana,IN,18,2022,1,2022-01-01,3.4,60.5,35.3,6.8,100.0,1027.23,25.95
Indiana,IN,18,2022,2,2022-02-01,3.5,60.7,35.3,7.1,82.0,1015.23,22.82
Indiana,IN,18,2022,3,2022-03-01,3.3,61.1,35.5,7.2,94.0,1014.95,27.19
Indiana,IN,18,2022,4,2022-04-01,2.5,61.4,34.7,6.7,134.0,998.32,28.28
Indiana,IN,18,2022,5,2022-05-01,2.9,61.5,35.2,6.2,96.0,1013.76,33.82
Indiana,IN,18,2022,6,2022-06-01,3.3,61.7,35.1,6.2,90.0,1003.86,33.65
Indiana,IN,18,2022,7,2022-07-01,3.5,61.9,34.9,7.2,105.0,1010.01,34.89
Indiana,IN,18,2022,8,2022-08-01,3.2,61.5,34.9,5.6,109.0,1002.68,34.17
Indiana,IN,18,2022,9,2022-09-01,2.6,61.3,35.0,6.0,86.0,1013.25,30.6
Indiana,IN,18,2022,10,2022-10-01,3.0,61.3,35.3,5.9,85.0,1038.17,30.46
Indiana,IN,18,2022,11,2022-11-01,3.1,61.1,34.9,6.1,86.0,1020.13,27.13
Indiana,IN,18,2022,12,2022-12-01,2.7,61.0,34.8,5.9,81.0,1019.29,25.34
Indiana,IN,18,2023,1,2023-01-01,3.7,60.5,34.6,5.7,87.0,1036.27,29.93
Indiana,IN,18,2023,2,2023-02-01,3.8,60.7,34.4,5.2,69.0,1020.65,24.36
Indiana,IN,18,2023,3,2023-03-01,3.7,61.1,34.5,4.9,76.0,1014.99,28.61
Indiana,IN,18,2023,4,2023-04-01,2.8,61.5,34.3,5.2,94.0,1029.69,30.49
Indiana,IN,18,2023,5,2023-05-01,3.4,61.3,34.2,5.2,94.0,1010.61,34.87
Indiana,IN,18,2023,6,2023-06-01,3.6,61.7,34.3,4.9,95.0,1017.0,34.5
Indiana,IN,18,2023,7,2023-07-01,3.7,61.6,34.3,4.7,100.0,1024.88,38.34
Indiana,IN,18,2023,8,2023-08-01,3.6,61.2,34.5,5.0,104.0,1020.17,35.87
Indiana,IN,18,2023,9,2023-09-01,3.2,61.0,34.5,4.7,78.0,1029.14,33.51
Indiana,IN,18,2023,10,2023-10-01,3.3,61.1,34.4,4.5,85.0,1034.75,32.68
Indiana,IN,18,2023,11,2023-11-01,3.4,61.2,34.4,4.4,73.0,1032.34,28.37
Indiana,IN,18,2023,12,2023-12-01,3.2,60.6,34.1,4.5,57.0,1016.52,28.54
Indiana,IN,18,2024,1,2024-01-01,4.1,60.1,33.4,4.6,74.0,999.33,26.08
Indiana,IN,18,2024,2,2024-02-01,4.4,60.0,33.6,5.2,72.0,1003.63,24.65
Indiana,IN,18,2024,3,2024-03-01,4.3,60.4,33.7,4.4,64.0,1008.64,28.71
Indiana,IN,18,2024,4,2024-04-01,3.6,61.0,33.3,4.1,86.0,1001.0,28.28
Indiana,IN,18,2024,5,2024-05-01,4.0,61.0,33.8,5.1,77.0,1018.73,33.84
Indiana,IN,18,2024,6,2024-06-01,4.4,61.3,34.2,4.2,80.0,1031.13,34.14
Indiana,IN,18,2024,7,2024-07-01,4.9,61.3,33.4,4.1,77.0,1024.04,36.02
Indiana,IN,18,2024,8,2024-08-01,4.4,61.2,33.8,4.3,89.0,1033.94,32.59
Indiana,IN,18,2024,9,2024-09-01,4.0,61.3,34.2,3.9,92.0,1060.54,30.82
Indiana,IN,18,2024,10,2024-10-01,4.0,61.2,34.0,4.3,103.0,1068.96,28.19
Indiana,IN,18,2024,11,2024-11-01,4.3,60.9,33.8,5.0,73.0,1059.63,25.96
Indiana,IN,18,2024,12,2024-12-01,4.0,60.8,34.2,4.6,53.0,1083.8,25.78
Indiana,IN,18,2025,1,2025-01-01,4.5,60.8,33.5,4.3,76.0,1072.0,21.06
Indiana,IN,18,2025,2,2025-02-01,4.5,60.7,33.9,4.5,72.0,1095.31,19.99
Indiana,IN,18,2025,3,2025-03-01,3.4,61.1,34.2,4.4,84.0,1096.11,28.36
Indiana,IN,18,2025,4,2025-04-01,3.0,61.7,34.0,4.1,89.0,1080.52,23.03
Indiana,IN,18,2025,5,2025-05-01,3.4,61.7,33.9,4.1,97.0,1075.31,28.53
Indiana,IN,18,2025,6,2025-06-01,3.7,62.2,34.0,4.2,100.0,1082.56,26.78
Indiana,IN,18,2025,7,2025-07-01,4.2,61.5,34.0,4.0,90.0,1085.28,23.13
Indiana,IN,18,2025,8,2025-08-01,3.8,61.3,34.1,4.3,75.0,1096.32,26.4
Indiana,IN,18,2025,9,2025-09-01,3.5,61.5,34.3,4.3,87.0,1115.44,21.72
Indiana,IN,18,2025,10,2025-10-01,,,33.9,4.3,103.0,1112.26,13.66
Indiana,IN,18,2025,11,2025-11-01,3.3,61.2,34.2,4.3,71.0,1124.84,14.26
Indiana,IN,18,2025,12,2025-12-01,2.7,61.2,34.1,3.7,89.0,1120.53,9.24
Iowa,IA,19,2022,1,2022-01-01,3.7,64.6,34.2,6.7,37.0,959.31,19.57
Iowa,IA,19,2022,2,2022-02-01,3.0,65.7,34.1,7.2,33.0,943.21,17.07
Iowa,IA,19,2022,3,2022-03-01,2.8,65.8,33.9,7.1,34.0,941.4,21.02
Iowa,IA,19,2022,4,2022-04-01,2.1,66.0,34.0,6.9,49.0,955.74,21.58
Iowa,IA,19,2022,5,2022-05-01,2.4,65.9,34.6,6.7,47.0,973.64,31.03
Iowa,IA,19,2022,6,2022-06-01,2.8,66.2,34.4,7.0,41.0,957.7,29.6
Iowa,IA,19,2022,7,2022-07-01,3.1,66.2,34.5,6.4,44.0,967.73,29.51
Iowa,IA,19,2022,8,2022-08-01,3.2,65.4,34.3,6.1,56.0,961.77,28.5
Iowa,IA,19,2022,9,2022-09-01,2.6,66.1,34.3,7.1,46.0,975.84,26.04
Iowa,IA,19,2022,10,2022-10-01,2.8,66.3,34.8,6.9,46.0,1002.59,26.33
Iowa,IA,19,2022,11,2022-11-01,2.8,65.8,34.3,6.5,38.0,982.7,23.24
Iowa,IA,19,2022,12,2022-12-01,2.9,65.3,33.6,6.7,35.0,958.94,22.3
Iowa,IA,19,2023,1,2023-01-01,3.7,64.9,34.2,6.0,37.0,980.17,24.17
Iowa,IA,19,2023,2,2023-02-01,3.3,65.5,33.7,5.5,33.0,953.37,21.67
Iowa,IA,19,2023,3,2023-03-01,3.1,65.6,33.8,5.4,32.0,949.78,22.58
Iowa,IA,19,2023,4,2023-04-01,2.3,66.2,34.6,5.7,35.0,986.79,24.32
Iowa,IA,19,2023,5,2023-05-01,2.8,65.7,34.1,5.8,41.0,967.08,27.96
Iowa,IA,19,2023,6,2023-06-01,3.0,66.0,34.5,5.1,36.0,975.32,23.58
Iowa,IA,19,2023,7,2023-07-01,3.1,66.0,34.7,4.8,41.0,992.42,27.4
Iowa,IA,19,2023,8,2023-08-01,3.2,65.3,34.6,5.2,55.0,980.22,24.23
Iowa,IA,19,2023,9,2023-09-01,2.7,65.7,34.5,4.8,34.0,985.67,24.45
Iowa,IA,19,2023,10,2023-10-01,2.8,66.0,34.9,4.6,36.0,999.19,24.01
Iowa,IA,19,2023,11,2023-11-01,2.5,65.7,34.4,5.0,35.0,992.78,17.85
Iowa,IA,19,2023,12,2023-12-01,2.6,64.7,34.3,4.8,27.0,994.01,17.49
Iowa,IA,19,2024,1,2024-01-01,3.5,64.0,32.8,4.8,32.0,971.86,17.92
Iowa,IA,19,2024,2,2024-02-01,3.1,65.0,34.2,5.0,25.0,993.85,16.74
Iowa,IA,19,2024,3,2024-03-01,2.8,65.2,34.2,4.3,30.0,996.25,19.65
Iowa,IA,19,2024,4,2024-04-01,2.2,65.5,34.2,3.8,30.0,1001.03,18.36
Iowa,IA,19,2024,5,2024-05-01,2.7,65.1,34.1,4.1,35.0,994.02,22.63
Iowa,IA,19,2024,6,2024-06-01,3.1,65.1,34.8,4.1,35.0,1024.86,24.23
Iowa,IA,19,2024,7,2024-07-01,3.5,65.3,33.9,4.4,37.0,999.71,23.54
Iowa,IA,19,2024,8,2024-08-01,3.4,64.7,33.9,4.5,43.0,991.58,24.62
Iowa,IA,19,2024,9,2024-09-01,2.9,65.3,34.3,4.0,35.0,1022.48,22.61
Iowa,IA,19,2024,10,2024-10-01,3.1,65.0,34.0,4.3,30.0,1015.24,20.9
Iowa,IA,19,2024,11,2024-11-01,3.1,64.7,33.8,4.0,28.0,1007.92,18.87
Iowa,IA,19,2024,12,2024-12-01,3.0,64.5,33.9,4.2,29.0,1023.1,16.76
Iowa,IA,19,2025,1,2025-01-01,4.0,64.2,33.6,4.5,32.0,1018.75,16.4
Iowa,IA,19,2025,2,2025-02-01,3.8,64.2,33.5,4.5,23.0,1025.44,16.38
Iowa,IA,19,2025,3,2025-03-01,3.7,64.6,34.0,4.3,34.0,1043.8,21.15
Iowa,IA,19,2025,4,2025-04-01,3.2,65.5,34.1,4.0,30.0,1045.85,18.41
Iowa,IA,19,2025,5,2025-05-01,3.6,65.0,33.9,4.2,34.0,1034.97,22.27
Iowa,IA,19,2025,6,2025-06-01,3.8,65.4,34.4,4.3,37.0,1043.01,19.75
Iowa,IA,19,2025,7,2025-07-01,4.1,65.0,34.1,4.4,42.0,1032.89,23.03
Iowa,IA,19,2025,8,2025-08-01,4.2,64.6,33.8,4.4,42.0,1029.55,22.87
Iowa,IA,19,2025,9,2025-09-01,3.1,65.6,34.2,4.3,34.0,1047.2,19.26
Iowa,IA,19,2025,10,2025-10-01,,,34.5,4.1,30.0,1052.25,20.77
Iowa,IA,19,2025,11,2025-11-01,3.1,65.8,35.0,3.9,31.0,1079.05,18.07
Iowa,IA,19,2025,12,2025-12-01,3.3,65.3,34.2,3.9,40.0,1051.99,18.38
Kansas,KS,20,2022,1,2022-01-01,2.8,64.4,34.4,6.3,33.0,982.81,29.46
Kansas,KS,20,2022,2,2022-02-01,2.8,64.8,34.3,7.0,27.0,968.98,30.47
Kansas,KS,20,2022,3,2022-03-01,2.7,64.9,34.2,6.4,33.0,973.33,38.69
Kansas,KS,20,2022,4,2022-04-01,2.3,64.9,34.5,7.2,40.0,980.15,39.58
Kansas,KS,20,2022,5,2022-05-01,2.5,64.9,34.8,6.8,39.0,993.54,41.23
Kansas,KS,20,2022,6,2022-06-01,2.9,65.2,34.8,6.9,44.0,984.84,40.59
Kansas,KS,20,2022,7,2022-07-01,3.3,65.1,34.4,7.6,51.0,986.59,40.17
Kansas,KS,20,2022,8,2022-08-01,3.2,64.3,34.4,6.3,43.0,980.06,40.24
Kansas,KS,20,2022,9,2022-09-01,2.6,64.9,34.0,6.7,38.0,976.82,38.29
Kansas,KS,20,2022,10,2022-10-01,2.8,65.0,34.5,5.8,37.0,1002.57,39.6
Kansas,KS,20,2022,11,2022-11-01,2.5,64.9,33.8,5.9,32.0,970.06,33.72
Kansas,KS,20,2022,12,2022-12-01,2.4,65.1,33.7,6.8,30.0,973.93,36.61
Kansas,KS,20,2023,1,2023-01-01,3.0,64.6,34.1,5.6,33.0,1004.25,37.09
Kansas,KS,20,2023,2,2023-02-01,3.2,64.9,33.5,5.6,27.0,978.2,29.55
Kansas,KS,20,2023,3,2023-03-01,3.0,65.1,33.6,5.6,33.0,983.81,34.51
Kansas,KS,20,2023,4,2023-04-01,2.6,65.1,34.2,5.6,33.0,1010.27,37.47
Kansas,KS,20,2023,5,2023-05-01,2.8,64.9,33.7,5.6,39.0,980.67,40.81
Kansas,KS,20,2023,6,2023-06-01,3.0,65.3,33.7,5.5,43.0,980.67,37.34
Kansas,KS,20,2023,7,2023-07-01,3.2,65.4,33.8,4.8,37.0,1001.49,40.63
Kansas,KS,20,2023,8,2023-08-01,3.2,64.5,33.8,5.3,49.0,981.55,41.53
Kansas,KS,20,2023,9,2023-09-01,2.8,65.0,33.7,5.2,33.0,985.73,35.38
Kansas,KS,20,2023,10,2023-10-01,3.0,64.9,33.7,4.5,24.0,993.48,38.14
Kansas,KS,20,2023,11,2023-11-01,2.3,65.2,33.4,5.2,29.0,976.95,31.04
Kansas,KS,20,2023,12,2023-12-01,2.4,64.7,33.2,5.0,23.0,982.06,32.32
Kansas,KS,20,2024,1,2024-01-01,3.1,64.3,32.3,5.2,31.0,955.43,33.99
Kansas,KS,20,2024,2,2024-02-01,3.6,64.4,32.9,5.0,21.0,974.83,34.85
Kansas,KS,20,2024,3,2024-03-01,3.4,64.6,33.2,4.8,31.0,988.03,36.65
Kansas,KS,20,2024,4,2024-04-01,3.1,64.8,33.0,4.5,34.0,994.95,39.04
Kansas,KS,20,2024,5,2024-05-01,3.4,64.5,33.0,4.6,37.0,991.32,45.06
Kansas,KS,20,2024,6,2024-06-01,3.9,65.0,33.7,4.5,32.0,1027.18,43.19
Kansas,KS,20,2024,7,2024-07-01,4.4,65.1,33.2,4.3,31.0,1006.96,45.23
Kansas,KS,20,2024,8,2024-08-01,4.1,64.3,33.7,4.8,43.0,1031.22,41.08
Kansas,KS,20,2024,9,2024-09-01,3.4,65.0,34.0,4.4,27.0,1054.68,45.41
Kansas,KS,20,2024,10,2024-10-01,3.7,65.0,33.6,4.8,29.0,1041.94,40.76
Kansas,KS,20,2024,11,2024-11-01,3.5,64.8,33.6,4.7,22.0,1040.26,36.55
Kansas,KS,20,2024,12,2024-12-01,3.3,64.9,33.7,4.8,21.0,1045.71,32.89
Kansas,KS,20,2025,1,2025-01-01,3.9,64.4,32.8,4.9,32.0,1031.89,32.15
Kansas,KS,20,2025,2,2025-02-01,4.1,64.5,33.4,4.7,23.0,1051.43,29.71
Kansas,KS,20,2025,3,2025-03-01,3.8,64.2,33.9,5.0,32.0,1066.16,39.52
Kansas,KS,20,2025,4,2025-04-01,3.6,64.5,33.7,4.8,31.0,1062.9,40.15
Kansas,KS,20,2025,5,2025-05-01,3.7,64.0,33.6,4.8,33.0,1064.45,42.05
Kansas,KS,20,2025,6,2025-06-01,4.1,65.0,34.4,4.5,37.0,1087.04,43.09
Kansas,KS,20,2025,7,2025-07-01,4.4,64.6,34.0,4.5,31.0,1085.28,40.56
Kansas,KS,20,2025,8,2025-08-01,4.3,64.3,34.0,4.4,34.0,1072.7,43.22
Kansas,KS,20,2025,9,2025-09-01,3.6,65.3,33.7,4.5,30.0,1070.65,30.77
Kansas,KS,20,2025,10,2025-10-01,,,33.7,4.5,30.0,1087.16,32.51
Kansas,KS,20,2025,11,2025-11-01,3.3,65.2,34.0,4.3,30.0,1113.16,29.46
Kansas,KS,20,2025,12,2025-12-01,3.4,65.3,33.5,4.5,31.0,1093.11,14.95
Kentucky,KY,21,2022,1,2022-01-01,4.6,55.0,34.4,7.0,69.0,917.79,12.73
Kentucky,KY,21,2022,2,2022-02-01,4.4,55.2,34.3,7.9,56.0,914.78,9.98
Kentucky,KY,21,2022,3,2022-03-01,4.4,55.7,34.4,9.9,61.0,916.42,16.32
Kentucky,KY,21,2022,4,2022-04-01,3.5,55.9,34.5,7.8,71.0,928.05,19.55
Kentucky,KY,21,2022,5,2022-05-01,3.9,55.8,34.8,7.7,64.0,941.34,22.61
Kentucky,KY,21,2022,6,2022-06-01,4.5,55.8,35.1,7.7,76.0,937.17,20.84
Kentucky,KY,21,2022,7,2022-07-01,4.5,55.4,34.7,7.3,69.0,937.59,24.74
Kentucky,KY,21,2022,8,2022-08-01,4.0,55.6,34.9,7.3,85.0,936.72,20.66
Kentucky,KY,21,2022,9,2022-09-01,3.7,55.4,34.8,7.3,68.0,941.69,21.24
Kentucky,KY,21,2022,10,2022-10-01,3.8,55.4,35.1,6.2,55.0,962.79,19.38
Kentucky,KY,21,2022,11,2022-11-01,3.7,55.3,34.7,7.5,55.0,940.72,17.82
Kentucky,KY,21,2022,12,2022-12-01,3.6,55.4,34.7,7.0,58.0,940.72,17.14
Kentucky,KY,21,2023,1,2023-01-01,4.5,54.8,35.0,7.3,70.0,964.25,19.07
Kentucky,KY,21,2023,2,2023-02-01,4.7,54.8,34.8,6.3,55.0,958.39,17.23
Kentucky,KY,21,2023,3,2023-03-01,4.3,55.3,35.0,6.2,58.0,972.65,19.31
Kentucky,KY,21,2023,4,2023-04-01,3.6,55.7,35.0,6.4,58.0,983.5,17.76
Kentucky,KY,21,2023,5,2023-05-01,4.1,55.4,34.8,6.2,68.0,975.79,19.75
Kentucky,KY,21,2023,6,2023-06-01,4.7,55.5,35.0,5.6,66.0,975.45,21.08
Kentucky,KY,21,2023,7,2023-07-01,4.6,55.0,35.0,4.9,62.0,994.35,19.49
Kentucky,KY,21,2023,8,2023-08-01,4.3,55.2,35.0,5.5,69.0,994.35,20.37
Kentucky,KY,21,2023,9,2023-09-01,4.2,55.1,35.1,5.6,57.0,1004.21,20.99
Kentucky,KY,21,2023,10,2023-10-01,4.1,55.2,35.1,5.2,49.0,1005.62,21.28
Kentucky,KY,21,2023,11,2023-11-01,4.1,55.3,35.2,5.2,46.0,1005.66,16.84
Kentucky,KY,21,2023,12,2023-12-01,4.2,55.0,35.2,5.3,37.0,1004.96,18.58
Kentucky,KY,21,2024,1,2024-01-01,5.0,54.5,34.7,4.8,52.0,995.89,18.29
Kentucky,KY,21,2024,2,2024-02-01,5.4,54.6,35.0,5.1,40.0,1003.45,15.52
Kentucky,KY,21,2024,3,2024-03-01,5.1,55.1,35.1,5.3,39.0,1002.11,18.81
Kentucky,KY,21,2024,4,2024-04-01,4.4,55.5,34.9,5.8,49.0,1006.87,18.11
Kentucky,KY,21,2024,5,2024-05-01,4.6,55.3,35.0,6.0,57.0,1004.85,20.38
Kentucky,KY,21,2024,6,2024-06-01,5.4,55.5,35.3,5.6,55.0,1016.64,20.01
Kentucky,KY,21,2024,7,2024-07-01,5.8,55.2,35.0,6.0,59.0,1013.25,20.36
Kentucky,KY,21,2024,8,2024-08-01,5.3,55.3,34.9,6.3,46.0,1014.54,19.64
Kentucky,KY,21,2024,9,2024-09-01,4.9,55.3,35.0,5.3,41.0,1016.4,19.0
Kentucky,KY,21,2024,10,2024-10-01,5.0,55.2,35.0,6.2,48.0,1029.0,19.66
Kentucky,KY,21,2024,11,2024-11-01,5.0,55.2,34.8,7.0,34.0,1030.08,18.13
Kentucky,KY,21,2024,12,2024-12-01,5.0,55.2,35.0,5.9,34.0,1046.85,17.59
Kentucky,KY,21,2025,1,2025-01-01,5.5,55.1,33.5,6.1,42.0,1004.33,16.83
Kentucky,KY,21,2025,2,2025-02-01,5.5,55.4,34.7,4.7,38.0,1046.9,15.78
Kentucky,KY,21,2025,3,2025-03-01,5.5,55.4,35.0,4.6,38.0,1054.9,17.41
Kentucky,KY,21,2025,4,2025-04-01,4.4,55.7,34.8,4.8,41.0,1052.7,18.31
Kentucky,KY,21,2025,5,2025-05-01,4.4,55.9,34.9,5.4,44.0,1046.65,18.55
Kentucky,KY,21,2025,6,2025-06-01,4.9,55.9,35.4,4.6,46.0,1057.75,20.01
Kentucky,KY,21,2025,7,2025-07-01,5.6,55.1,35.2,4.8,51.0,1055.65,19.01
Kentucky,KY,21,2025,8,2025-08-01,4.4,55.4,35.3,4.5,45.0,1062.53,18.77
Kentucky,KY,21,2025,9,2025-09-01,4.5,55.5,35.1,4.8,43.0,1063.88,16.83
Kentucky,KY,21,2025,10,2025-10-01,,,34.9,4.9,39.0,1066.89,16.46
Kentucky,KY,21,2025,11,2025-11-01,4.4,55.3,35.1,4.4,37.0,1082.13,12.36
Kentucky,KY,21,2025,12,2025-12-01,3.5,55.9,34.7,4.1,35.0,1061.47,9.0
Louisiana,LA,22,2022,1,2022-01-01,4.2,55.0,36.0,7.2,62.0,974.52,54.66
Louisiana,LA,22,2022,2,2022-02-01,3.7,55.7,36.0,7.3,51.0,969.12,47.0
Louisiana,LA,22,2022,3,2022-03-01,3.5,56.2,35.7,7.6,69.0,959.97,57.31
Louisiana,LA,22,2022,4,2022-04-01,3.3,56.3,35.7,7.7,65.0,971.04,59.83
